Entity,Code,Year,Terrorist attacks Unknown,Terrorist attacks Hijacking,Terrorist attacks Hostage Taking (Barricade Incident),Terrorist attacks Unarmed Assault,Terrorist attacks Facility/Infrastructure Attack,Terrorist attacks Hostage Taking (Kidnapping),Terrorist attacks Assassination,Terrorist attacks Armed Assault,Terrorist attacks Bombing/Explosion,Terrorist attacks,Terrorism deaths
Madagascar,MDG,1999,0,0,0,0,0,0,0,0,0,0,0
Malawi,MWI,1999,0,0,0,0,0,0,0,0,0,0,0
Malaysia,MYS,1999,0,0,0,0,0,0,0,0,0,0,0
Maldives,MDV,1999,0,0,0,0,0,0,0,0,0,0,0
Mali,MLI,1999,0,0,0,0,0,0,0,0,0,0,0
Malta,MLT,1999,0,0,0,0,0,0,0,0,0,0,0
Martinique,MTQ,1999,0,0,0,0,0,0,0,0,0,0,0
Mauritania,MRT,1999,0,0,0,0,0,0,0,0,0,0,0
Mauritius,MUS,1999,0,0,0,0,0,0,0,0,0,0,0
Moldova,MDA,1999,0,0,0,0,0,0,0,0,0,0,0
Morocco,MAR,1999,0,0,0,0,0,0,0,0,0,0,0
New Caledonia,NCL,1999,0,0,0,0,0,0,0,0,0,0,0
New Zealand,NZL,1999,0,0,0,0,0,0,0,0,0,0,0
North Korea,PRK,1999,0,0,0,0,0,0,0,0,0,0,0
Norway,NOR,1999,0,0,0,0,0,0,0,0,0,0,0
Papua New Guinea,PNG,1999,0,0,0,0,0,0,0,0,0,0,0
Poland,POL,1999,0,0,0,0,0,0,0,0,0,0,0
Portugal,PRT,1999,0,0,0,0,0,0,0,0,0,0,0
Qatar,QAT,1999,0,0,0,0,0,0,0,0,0,0,0
Romania,ROU,1999,0,0,0,0,0,0,0,0,0,0,0
Rwanda,RWA,1999,0,0,0,0,0,0,0,0,0,0,0
Saint Kitts and Nevis,KNA,1999,0,0,0,0,0,0,0,0,0,0,0
Saint Lucia,LCA,1999,0,0,0,0,0,0,0,0,0,0,0
Saudi Arabia,SAU,1999,0,0,0,0,0,0,0,0,0,0,0
Seychelles,SYC,1999,0,0,0,0,0,0,0,0,0,0,0
Singapore,SGP,1999,0,0,0,0,0,0,0,0,0,0,0
Slovenia,SVN,1999,0,0,0,0,0,0,0,0,0,0,0
South Korea,KOR,1999,0,0,0,0,0,0,0,0,0,0,0
South Sudan,SSD,1999,0,0,0,0,0,0,0,0,0,0,0
Suriname,SUR,1999,0,0,0,0,0,0,0,0,0,0,0
Syria,SYR,1999,0,0,0,0,0,0,0,0,0,0,0
Taiwan,TWN,1999,0,0,0,0,0,0,0,0,0,0,0
Tanzania,TZA,1999,0,0,0,0,0,0,0,0,0,0,0
Togo,TGO,1999,0,0,0,0,0,0,0,0,0,0,0
Trinidad and Tobago,TTO,1999,0,0,0,0,0,0,0,0,0,0,0
Tunisia,TUN,1999,0,0,0,0,0,0,0,0,0,0,0
Turkmenistan,TKM,1999,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,ARE,1999,0,0,0,0,0,0,0,0,0,0,0
Uruguay,URY,1999,0,0,0,0,0,0,0,0,0,0,0
Vanuatu,VUT,1999,0,0,0,0,0,0,0,0,0,0,0
Vatican,VAT,1999,0,0,0,0,0,0,0,0,0,0,0
Vietnam,VNM,1999,0,0,0,0,0,0,0,0,0,0,0
Wallis and Futuna,WLF,1999,0,0,0,0,0,0,0,0,0,0,0
Western Sahara,ESH,1999,0,0,0,0,0,0,0,0,0,0,0
Yemen Arab Republic,OWID_YAR,1999,0,0,0,0,0,0,0,0,0,0,0
Zimbabwe,ZWE,1999,0,0,0,0,0,0,0,0,0,0,0
East Germany,OWID_GDR,2000,0,0,0,0,0,0,0,0,0,0,0
Czechoslovakia,OWID_CZS,2000,0,0,0,0,0,0,0,0,0,0,0
USSR,OWID_USS,2000,0,0,0,0,0,0,0,0,0,0,0
Serbia,SRB,2000,0,0,0,0,0,0,0,0,0,0,0
Serbia and Montenegro,OWID_SRM,2000,0,0,0,0,0,0,0,0,0,0,0
Montenegro,MNE,2000,0,0,0,0,0,0,0,0,0,0,0
West Germany,OWID_GFR,2000,0,0,0,0,0,0,0,0,0,0,0
Afghanistan,AFG,2000,0,1,0,0,0,0,0,1,12,14,38
Albania,ALB,2000,0,0,0,0,0,0,0,0,2,2,0
Algeria,DZA,2000,10,0,0,0,1,2,2,85,38,138,528
Angola,AGO,2000,2,0,0,0,1,5,0,13,1,22,178
Armenia,ARM,2000,0,0,0,0,1,0,0,0,1,2,0
Australia,AUS,2000,0,0,0,0,0,0,0,1,0,1,0
Azerbaijan,AZE,2000,0,0,0,0,0,0,1,0,0,1,0
Bangladesh,BGD,2000,0,0,1,0,1,0,1,11,9,23,11
Belize,BLZ,2000,0,0,0,0,0,0,0,0,1,1,0
Bosnia and Herzegovina,BIH,2000,0,0,0,0,0,0,1,1,4,6,1
Brazil,BRA,2000,0,0,0,0,0,1,0,0,1,2,0
Bulgaria,BGR,2000,0,0,0,0,0,0,0,0,2,2,4
Burundi,BDI,2000,1,0,0,0,2,1,0,12,1,17,97
Cambodia,KHM,2000,0,0,0,0,0,0,0,2,2,4,12
Canada,CAN,2000,0,0,0,1,2,0,0,1,1,5,0
Central African Republic,CAF,2000,0,0,0,0,0,0,0,1,0,1,1
Chile,CHL,2000,0,0,0,0,0,0,0,0,2,2,0
China,CHN,2000,0,1,0,0,0,0,0,0,3,4,1
Colombia,COL,2000,3,0,0,0,7,33,7,24,63,137,426
Cote d'Ivoire,CIV,2000,0,0,0,0,1,0,0,0,1,2,4
Croatia,HRV,2000,0,0,0,0,0,0,0,0,2,2,3
Cyprus,CYP,2000,0,0,0,0,0,0,0,0,2,2,0
Democratic Republic of Congo,COD,2000,1,0,0,0,0,0,0,2,0,3,40
East Timor,TLS,2000,0,0,0,0,1,0,0,1,2,4,1
Ecuador,ECU,2000,0,0,0,0,0,1,1,0,2,4,0
Ethiopia,ETH,2000,0,0,0,0,0,0,0,0,1,1,3
Fiji,FJI,2000,0,0,0,0,0,3,0,0,1,4,7
France,FRA,2000,0,0,0,0,4,0,1,0,23,28,4
Gambia,GMB,2000,0,0,0,0,1,0,0,0,0,1,0
Georgia,GEO,2000,0,0,0,0,0,4,1,1,1,7,3
Germany,DEU,2000,0,0,0,0,2,0,0,2,4,8,1
Greece,GRC,2000,0,0,0,0,7,0,1,0,20,28,1
Guatemala,GTM,2000,0,0,0,0,0,0,0,1,0,1,2
Guinea,GIN,2000,3,0,0,0,1,1,0,7,0,12,206
Haiti,HTI,2000,0,0,0,0,0,0,3,0,6,9,5
Hong Kong,HKG,2000,0,0,0,0,0,0,0,1,1,2,0
India,IND,2000,1,0,0,1,3,16,11,64,84,180,671
Indonesia,IDN,2000,2,0,0,0,1,3,3,24,68,101,146
Iran,IRN,2000,0,1,0,0,1,0,1,0,12,15,5
Iraq,IRQ,2000,0,0,0,0,0,0,0,2,8,10,10
Israel,ISR,2000,0,0,0,1,3,0,0,0,9,13,11
Italy,ITA,2000,0,0,0,0,0,0,0,1,7,8,0
Japan,JPN,2000,0,0,0,10,0,0,0,0,3,13,0
Jordan,JOR,2000,0,0,0,0,0,0,1,1,0,2,0
Kazakhstan,KAZ,2000,0,0,0,0,0,0,0,1,0,1,2
Kenya,KEN,2000,1,0,0,0,0,1,0,2,0,4,26
Kosovo,OWID_KOS,2000,0,0,0,1,1,2,2,19,35,60,23
Kyrgyzstan,KGZ,2000,1,0,0,0,0,2,0,1,0,4,2
Laos,LAO,2000,0,0,0,0,0,0,0,0,8,8,1
Latvia,LVA,2000,0,0,0,0,1,0,0,0,2,3,1
Lebanon,LBN,2000,0,0,0,1,0,0,2,5,4,12,12
Liberia,LBR,2000,0,0,0,0,0,0,0,1,0,1,0
Malaysia,MYS,2000,0,0,0,0,0,1,0,1,1,3,2
Mexico,MEX,2000,0,0,0,0,0,1,1,2,0,4,5
Moldova,MDA,2000,0,0,0,0,0,0,0,0,1,1,0
Mozambique,MOZ,2000,0,0,0,0,0,0,1,2,0,3,1
Namibia,NAM,2000,0,0,0,0,1,7,1,8,4,21,24
Nepal,NPL,2000,0,0,0,0,0,2,0,8,13,23,91
Netherlands,NLD,2000,0,0,0,0,0,0,0,0,1,1,0
Nicaragua,NIC,2000,0,0,0,0,0,0,0,1,0,1,2
Nigeria,NGA,2000,0,0,0,1,1,4,0,0,0,6,0
Pakistan,PAK,2000,0,0,0,0,0,0,7,4,38,49,118
Panama,PAN,2000,0,0,0,0,0,0,0,0,1,1,0
Paraguay,PRY,2000,0,0,0,0,1,0,0,0,1,2,0
Peru,PER,2000,0,0,0,0,0,1,0,1,1,3,4
Philippines,PHL,2000,2,0,0,0,3,14,4,36,73,132,290
Qatar,QAT,2000,0,1,0,0,0,0,0,0,0,1,0
Russia,RUS,2000,3,0,0,2,3,0,9,35,86,138,362
Rwanda,RWA,2000,1,0,0,0,0,0,0,0,0,1,4
Saint Lucia,LCA,2000,0,0,0,0,0,0,0,1,0,1,2
Saudi Arabia,SAU,2000,0,1,0,0,0,0,0,1,3,5,1
Senegal,SEN,2000,0,0,0,0,1,0,0,2,1,4,4
Sierra Leone,SLE,2000,5,0,1,1,1,4,0,11,1,24,60
Slovakia,SVK,2000,0,0,0,0,0,0,0,1,0,1,0
Slovenia,SVN,2000,0,0,0,0,1,0,0,0,0,1,0
Solomon Islands,SLB,2000,0,1,0,0,0,0,0,0,0,1,0
Somalia,SOM,2000,0,0,0,0,0,1,2,4,2,9,36
South Africa,ZAF,2000,0,0,0,0,1,0,2,6,12,21,18
Spain,ESP,2000,0,0,0,0,23,0,14,10,65,112,29
Sri Lanka,LKA,2000,2,0,0,0,1,1,9,9,45,67,432
Sudan,SDN,2000,2,0,0,0,0,1,0,2,2,7,27
Sweden,SWE,2000,0,0,0,0,0,0,0,0,1,1,0
Switzerland,CHE,2000,0,0,0,0,0,0,0,0,4,4,0
Tajikistan,TJK,2000,0,0,0,0,0,1,1,1,3,6,11
Tanzania,TZA,2000,0,0,0,0,0,1,0,0,1,2,0
Thailand,THA,2000,1,1,0,0,0,0,1,0,1,4,7
Tunisia,TUN,2000,0,0,0,0,0,0,0,1,0,1,5
Turkey,TUR,2000,1,0,0,0,2,0,2,5,25,35,12
Uganda,UGA,2000,1,0,0,1,0,6,1,8,3,20,297
Ukraine,UKR,2000,0,0,0,0,0,0,0,0,1,1,0
United Kingdom,GBR,2000,0,0,0,3,5,0,2,17,34,61,7
United States,USA,2000,0,0,1,2,25,0,0,9,5,42,8
World,OWID_WRL,2000,43,7,3,25,111,125,98,483,881,1776,4359
Yemen,YEM,2000,0,0,0,0,0,5,0,0,5,10,19
Yugoslavia,OWID_YGS,2000,0,0,0,0,0,0,5,4,5,14,5
Zambia,ZMB,2000,0,0,0,0,0,0,0,8,0,8,0
Zimbabwe,ZWE,2000,0,0,0,0,0,0,0,0,1,1,0
Andorra,AND,2000,0,0,0,0,0,0,0,0,0,0,0
Antigua and Barbuda,ATG,2000,0,0,0,0,0,0,0,0,0,0,0
Argentina,ARG,2000,0,0,0,0,0,0,0,0,0,0,0
Austria,AUT,2000,0,0,0,0,0,0,0,0,0,0,0
Bahamas,BHS,2000,0,0,0,0,0,0,0,0,0,0,0
Bahrain,BHR,2000,0,0,0,0,0,0,0,0,0,0,0
Barbados,BRB,2000,0,0,0,0,0,0,0,0,0,0,0
Belarus,BLR,2000,0,0,0,0,0,0,0,0,0,0,0
Belgium,BEL,2000,0,0,0,0,0,0,0,0,0,0,0
Benin,BEN,2000,0,0,0,0,0,0,0,0,0,0,0
Bhutan,BTN,2000,0,0,0,0,0,0,0,0,0,0,0
Bolivia,BOL,2000,0,0,0,0,0,0,0,0,0,0,0
Botswana,BWA,2000,0,0,0,0,0,0,0,0,0,0,0
Brunei,BRN,2000,0,0,0,0,0,0,0,0,0,0,0
Burkina Faso,BFA,2000,0,0,0,0,0,0,0,0,0,0,0
Cameroon,CMR,2000,0,0,0,0,0,0,0,0,0,0,0
Chad,TCD,2000,0,0,0,0,0,0,0,0,0,0,0
Comoros,COM,2000,0,0,0,0,0,0,0,0,0,0,0
Costa Rica,CRI,2000,0,0,0,0,0,0,0,0,0,0,0
Cuba,CUB,2000,0,0,0,0,0,0,0,0,0,0,0
Czechia,CZE,2000,0,0,0,0,0,0,0,0,0,0,0
Denmark,DNK,2000,0,0,0,0,0,0,0,0,0,0,0
Djibouti,DJI,2000,0,0,0,0,0,0,0,0,0,0,0
Dominica,DMA,2000,0,0,0,0,0,0,0,0,0,0,0
Dominican Republic,DOM,2000,0,0,0,0,0,0,0,0,0,0,0
Egypt,EGY,2000,0,0,0,0,0,0,0,0,0,0,0
El Salvador,SLV,2000,0,0,0,0,0,0,0,0,0,0,0
Equatorial Guinea,GNQ,2000,0,0,0,0,0,0,0,0,0,0,0
Eritrea,ERI,2000,0,0,0,0,0,0,0,0,0,0,0
Estonia,EST,2000,0,0,0,0,0,0,0,0,0,0,0
Eswatini,SWZ,2000,0,0,0,0,0,0,0,0,0,0,0
Falkland Islands,FLK,2000,0,0,0,0,0,0,0,0,0,0,0
Finland,FIN,2000,0,0,0,0,0,0,0,0,0,0,0
French Guiana,GUF,2000,0,0,0,0,0,0,0,0,0,0,0
French Polynesia,PYF,2000,0,0,0,0,0,0,0,0,0,0,0
Gabon,GAB,2000,0,0,0,0,0,0,0,0,0,0,0
Ghana,GHA,2000,0,0,0,0,0,0,0,0,0,0,0
Grenada,GRD,2000,0,0,0,0,0,0,0,0,0,0,0
Guadeloupe,GLP,2000,0,0,0,0,0,0,0,0,0,0,0
Guinea-Bissau,GNB,2000,0,0,0,0,0,0,0,0,0,0,0
Guyana,GUY,2000,0,0,0,0,0,0,0,0,0,0,0
Honduras,HND,2000,0,0,0,0,0,0,0,0,0,0,0
Hungary,HUN,2000,0,0,0,0,0,0,0,0,0,0,0
Iceland,ISL,2000,0,0,0,0,0,0,0,0,0,0,0
Ireland,IRL,2000,0,0,0,0,0,0,0,0,0,0,0
Jamaica,JAM,2000,0,0,0,0,0,0,0,0,0,0,0
Kuwait,KWT,2000,0,0,0,0,0,0,0,0,0,0,0
Lesotho,LSO,2000,0,0,0,0,0,0,0,0,0,0,0
Libya,LBY,2000,0,0,0,0,0,0,0,0,0,0,0
Lithuania,LTU,2000,0,0,0,0,0,0,0,0,0,0,0
Luxembourg,LUX,2000,0,0,0,0,0,0,0,0,0,0,0
Macao,MAC,2000,0,0,0,0,0,0,0,0,0,0,0
Madagascar,MDG,2000,0,0,0,0,0,0,0,0,0,0,0
Malawi,MWI,2000,0,0,0,0,0,0,0,0,0,0,0
Maldives,MDV,2000,0,0,0,0,0,0,0,0,0,0,0
Mali,MLI,2000,0,0,0,0,0,0,0,0,0,0,0
Malta,MLT,2000,0,0,0,0,0,0,0,0,0,0,0
Martinique,MTQ,2000,0,0,0,0,0,0,0,0,0,0,0
Mauritania,MRT,2000,0,0,0,0,0,0,0,0,0,0,0
Mauritius,MUS,2000,0,0,0,0,0,0,0,0,0,0,0
Morocco,MAR,2000,0,0,0,0,0,0,0,0,0,0,0
Myanmar,MMR,2000,0,0,0,0,0,0,0,0,0,0,0
New Caledonia,NCL,2000,0,0,0,0,0,0,0,0,0,0,0
New Zealand,NZL,2000,0,0,0,0,0,0,0,0,0,0,0
Niger,NER,2000,0,0,0,0,0,0,0,0,0,0,0
North Korea,PRK,2000,0,0,0,0,0,0,0,0,0,0,0
Norway,NOR,2000,0,0,0,0,0,0,0,0,0,0,0
Papua New Guinea,PNG,2000,0,0,0,0,0,0,0,0,0,0,0
Poland,POL,2000,0,0,0,0,0,0,0,0,0,0,0
Portugal,PRT,2000,0,0,0,0,0,0,0,0,0,0,0
Romania,ROU,2000,0,0,0,0,0,0,0,0,0,0,0
Saint Kitts and Nevis,KNA,2000,0,0,0,0,0,0,0,0,0,0,0
Seychelles,SYC,2000,0,0,0,0,0,0,0,0,0,0,0
Singapore,SGP,2000,0,0,0,0,0,0,0,0,0,0,0
South Korea,KOR,2000,0,0,0,0,0,0,0,0,0,0,0
South Sudan,SSD,2000,0,0,0,0,0,0,0,0,0,0,0
Suriname,SUR,2000,0,0,0,0,0,0,0,0,0,0,0
Syria,SYR,2000,0,0,0,0,0,0,0,0,0,0,0
Taiwan,TWN,2000,0,0,0,0,0,0,0,0,0,0,0
Togo,TGO,2000,0,0,0,0,0,0,0,0,0,0,0
Trinidad and Tobago,TTO,2000,0,0,0,0,0,0,0,0,0,0,0
Turkmenistan,TKM,2000,0,0,0,0,0,0,0,0,0,0,0
United Arab Emirates,ARE,2000,0,0,0,0,0,0,0,0,0,0,0
Uruguay,URY,2000,0,0,0,0,0,0,0,0,0,0,0
Uzbekistan,UZB,2000,0,0,0,0,0,0,0,0,0,0,0
Vanuatu,VUT,2000,0,0,0,0,0,0,0,0,0,0,0
Vatican,VAT,2000,0,0,0,0,0,0,0,0,0,0,0
Venezuela,VEN,2000,0,0,0,0,0,0,0,0,0,0,0
Vietnam,VNM,2000,0,0,0,0,0,0,0,0,0,0,0
Wallis and Futuna,WLF,2000,0,0,0,0,0,0,0,0,0,0,0
Western Sahara,ESH,2000,0,0,0,0,0,0,0,0,0,0,0
Yemen Arab Republic,OWID_YAR,2000,0,0,0,0,0,0,0,0,0,0,0
East Germany,OWID_GDR,2001,0,0,0,0,0,0,0,0,0,0,0
Czechoslovakia,OWID_CZS,2001,0,0,0,0,0,0,0,0,0,0,0
USSR,OWID_USS,2001,0,0,0,0,0,0,0,0,0,0,0
Serbia,SRB,2001,0,0,0,0,0,0,0,0,0,0,0
Serbia and Montenegro,OWID_SRM,2001,0,0,0,0,0,0,0,0,0,0,0
Montenegro,MNE,2001,0,0,0,0,0,0,0,0,0,0,0
West Germany,OWID_GFR,2001,0,0,0,0,0,0,0,0,0,0,0
Afghanistan,AFG,2001,0,0,0,0,2,0,0,2,10,14,174
Albania,ALB,2001,0,0,0,0,0,0,0,0,1,1,0
Algeria,DZA,2001,7,0,0,0,2,3,4,80,17,113,624
Angola,AGO,2001,5,0,0,0,5,3,0,22,5,40,846
Argentina,ARG,2001,0,0,0,0,0,0,0,0,2,2,0
Armenia,ARM,2001,0,0,0,0,0,0,2,0,0,2,1
Australia,AUS,2001,0,0,0,1,1,0,0,0,0,2,0
Azerbaijan,AZE,2001,0,0,0,0,1,0,0,2,1,4,1
Bangladesh,BGD,2001,0,0,0,0,0,2,1,4,8,15,59
Belarus,BLR,2001,0,0,0,0,0,0,0,0,1,1,0
Bosnia and Herzegovina,BIH,2001,0,0,0,0,0,0,0,0,2,2,0
Brazil,BRA,2001,0,0,0,0,0,1,1,0,1,3,1
Bulgaria,BGR,2001,0,0,0,0,0,0,0,0,1,1,0
Burundi,BDI,2001,3,1,0,0,5,3,0,23,2,37,166
Cambodia,KHM,2001,0,0,0,0,0,0,1,0,6,7,4
Central African Republic,CAF,2001,1,0,0,0,0,0,0,0,0,1,7
Chile,CHL,2001,0,0,0,1,0,0,0,0,2,3,0
China,CHN,2001,0,0,0,0,1,0,0,0,11,12,7
Colombia,COL,2001,10,3,0,2,11,68,24,33,56,207,576
Costa Rica,CRI,2001,0,0,0,0,0,0,1,0,0,1,1
Cote d'Ivoire,CIV,2001,1,0,0,0,0,0,0,0,0,1,12
Croatia,HRV,2001,0,0,0,0,0,0,1,0,2,3,0
Cyprus,CYP,2001,0,0,0,0,0,0,0,0,1,1,0
Czechia,CZE,2001,0,0,0,1,0,0,0,0,0,1,0
Democratic Republic of Congo,COD,2001,2,0,0,0,1,1,0,1,0,5,15
Ecuador,ECU,2001,0,0,0,0,0,0,0,0,5,5,0
Estonia,EST,2001,0,0,0,0,0,0,1,0,0,1,1
Fiji,FJI,2001,0,0,0,0,1,0,0,0,0,1,0
France,FRA,2001,0,0,0,0,2,1,0,1,17,21,0
Georgia,GEO,2001,0,0,0,1,1,0,1,1,0,4,6
Germany,DEU,2001,0,0,0,0,1,0,0,6,1,8,3
Greece,GRC,2001,0,0,0,0,5,0,1,3,5,14,0
Guatemala,GTM,2001,0,0,0,0,0,0,2,0,0,2,1
Guinea-Bissau,GNB,2001,0,0,0,0,0,0,1,0,0,1,0
Guyana,GUY,2001,0,0,0,0,0,0,0,1,0,1,0
Haiti,HTI,2001,0,0,0,0,0,0,0,1,4,5,0
Hong Kong,HKG,2001,0,0,0,0,0,0,0,0,1,1,0
Hungary,HUN,2001,0,0,0,0,0,0,0,0,1,1,1
India,IND,2001,3,0,0,4,6,12,21,96,92,234,660
Indonesia,IDN,2001,4,0,0,1,15,7,3,26,50,106,134
Iran,IRN,2001,0,0,0,0,0,0,0,0,4,4,0
Iraq,IRQ,2001,0,0,0,0,0,0,0,0,3,3,9
Ireland,IRL,2001,0,0,0,1,0,0,0,1,0,2,0
Israel,ISR,2001,0,0,0,1,1,0,0,15,53,70,135
Italy,ITA,2001,0,0,0,0,1,0,0,1,9,11,0
Japan,JPN,2001,0,0,0,0,0,0,0,0,3,3,0
Jordan,JOR,2001,0,0,0,0,0,0,1,0,1,2,1
Kazakhstan,KAZ,2001,0,0,0,0,0,0,0,0,1,1,0
Kenya,KEN,2001,0,0,0,3,1,0,1,2,0,7,13
Kosovo,OWID_KOS,2001,0,0,0,1,1,0,1,5,9,17,20
Kuwait,KWT,2001,0,0,0,0,0,0,1,1,0,2,2
Kyrgyzstan,KGZ,2001,0,0,0,0,1,0,0,0,0,1,0
Laos,LAO,2001,0,0,0,0,0,0,0,0,1,1,0
Lebanon,LBN,2001,0,0,0,0,0,0,0,0,5,5,0
Liberia,LBR,2001,0,0,0,0,1,1,1,0,0,3,1
Malaysia,MYS,2001,0,0,0,0,0,0,0,1,0,1,0
Mexico,MEX,2001,0,0,0,0,0,0,1,2,4,7,13
Myanmar,MMR,2001,0,0,0,0,0,0,0,2,1,3,8
Namibia,NAM,2001,0,0,0,0,1,2,0,1,2,6,1
Nepal,NPL,2001,1,0,0,1,5,3,2,11,10,33,172
Netherlands,NLD,2001,0,0,0,0,0,0,0,0,1,1,0
New Zealand,NZL,2001,0,0,0,0,1,0,0,0,0,1,0
Nigeria,NGA,2001,0,0,0,0,1,1,1,1,1,5,3
Norway,NOR,2001,0,0,0,0,0,0,0,1,0,1,1
Pakistan,PAK,2001,0,0,0,1,1,0,5,13,33,53,109
Peru,PER,2001,0,0,0,0,1,0,0,1,1,3,16
Philippines,PHL,2001,0,0,1,0,0,8,9,15,17,50,154
Poland,POL,2001,0,0,0,1,0,0,0,0,0,1,0
Qatar,QAT,2001,0,0,0,0,0,0,0,1,0,1,1
Russia,RUS,2001,0,1,1,1,4,2,14,30,82,135,228
Rwanda,RWA,2001,0,0,0,0,0,0,1,1,0,2,2
Saudi Arabia,SAU,2001,0,0,0,0,0,0,0,0,3,3,2
Senegal,SEN,2001,1,0,0,1,0,1,0,5,0,8,28
Somalia,SOM,2001,0,0,0,0,0,0,2,2,1,5,3
South Korea,KOR,2001,0,0,0,0,0,0,0,0,1,1,0
Spain,ESP,2001,0,0,0,0,24,0,5,3,47,79,14
Sri Lanka,LKA,2001,1,0,0,0,2,3,1,10,19,36,195
Sudan,SDN,2001,0,2,0,0,2,0,0,3,2,9,13
Switzerland,CHE,2001,0,0,0,0,0,0,0,1,1,2,14
Taiwan,TWN,2001,0,0,0,0,1,0,0,1,0,2,2
Tajikistan,TJK,2001,0,0,0,0,0,1,3,1,1,6,8
Tanzania,TZA,2001,0,0,0,0,0,1,1,0,2,4,2
Thailand,THA,2001,0,1,0,0,0,0,1,6,6,14,11
Tunisia,TUN,2001,0,0,0,0,0,0,0,0,1,1,3
Turkey,TUR,2001,0,1,1,0,0,0,0,9,8,19,17
Uganda,UGA,2001,0,0,0,0,1,3,0,9,11,24,56
United Kingdom,GBR,2001,0,0,0,2,4,0,3,14,71,94,8
United States,USA,2001,0,4,0,12,21,0,0,6,4,47,3014
Venezuela,VEN,2001,0,0,0,0,0,1,0,0,4,5,0
Vietnam,VNM,2001,0,0,0,4,0,0,0,0,0,4,0
World,OWID_WRL,2001,41,14,3,40,135,132,118,489,733,1705,7589
Yemen,YEM,2001,0,1,0,0,0,2,0,1,3,7,2
Yugoslavia,OWID_YGS,2001,1,0,0,0,0,2,2,11,4,20,8
Zimbabwe,ZWE,2001,1,0,0,0,0,0,0,1,1,3,1
Andorra,AND,2001,0,0,0,0,0,0,0,0,0,0,0
Antigua and Barbuda,ATG,2001,0,0,0,0,0,0,0,0,0,0,0
Austria,AUT,2001,0,0,0,0,0,0,0,0,0,0,0
Bahamas,BHS,2001,0,0,0,0,0,0,0,0,0,0,0
Bahrain,BHR,2001,0,0,0,0,0,0,0,0,0,0,0
Barbados,BRB,2001,0,0,0,0,0,0,0,0,0,0,0
Belgium,BEL,2001,0,0,0,0,0,0,0,0,0,0,0
Belize,BLZ,2001,0,0,0,0,0,0,0,0,0,0,0
Benin,BEN,2001,0,0,0,0,0,0,0,0,0,0,0
Bhutan,BTN,2001,0,0,0,0,0,0,0,0,0,0,0
Bolivia,BOL,2001,0,0,0,0,0,0,0,0,0,0,0
Botswana,BWA,2001,0,0,0,0,0,0,0,0,0,0,0
Brunei,BRN,2001,0,0,0,0,0,0,0,0,0,0,0
Burkina Faso,BFA,2001,0,0,0,0,0,0,0,0,0,0,0
Cameroon,CMR,2001,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,2001,0,0,0,0,0,0,0,0,0,0,0
Chad,TCD,2001,0,0,0,0,0,0,0,0,0,0,0
Comoros,COM,2001,0,0,0,0,0,0,0,0,0,0,0
Cuba,CUB,2001,0,0,0,0,0,0,0,0,0,0,0
Denmark,DNK,2001,0,0,0,0,0,0,0,0,0,0,0
Djibouti,DJI,2001,0,0,0,0,0,0,0,0,0,0,0
Dominica,DMA,2001,0,0,0,0,0,0,0,0,0,0,0
Dominican Republic,DOM,2001,0,0,0,0,0,0,0,0,0,0,0
East Timor,TLS,2001,0,0,0,0,0,0,0,0,0,0,0
Egypt,EGY,2001,0,0,0,0,0,0,0,0,0,0,0
El Salvador,SLV,2001,0,0,0,0,0,0,0,0,0,0,0
Equatorial Guinea,GNQ,2001,0,0,0,0,0,0,0,0,0,0,0
Eritrea,ERI,2001,0,0,0,0,0,0,0,0,0,0,0
Eswatini,SWZ,2001,0,0,0,0,0,0,0,0,0,0,0
Ethiopia,ETH,2001,0,0,0,0,0,0,0,0,0,0,0
Falkland Islands,FLK,2001,0,0,0,0,0,0,0,0,0,0,0
Finland,FIN,2001,0,0,0,0,0,0,0,0,0,0,0
French Guiana,GUF,2001,0,0,0,0,0,0,0,0,0,0,0
French Polynesia,PYF,2001,0,0,0,0,0,0,0,0,0,0,0
Gabon,GAB,2001,0,0,0,0,0,0,0,0,0,0,0
Gambia,GMB,2001,0,0,0,0,0,0,0,0,0,0,0
Ghana,GHA,2001,0,0,0,0,0,0,0,0,0,0,0
Grenada,GRD,2001,0,0,0,0,0,0,0,0,0,0,0
Guadeloupe,GLP,2001,0,0,0,0,0,0,0,0,0,0,0
Guinea,GIN,2001,0,0,0,0,0,0,0,0,0,0,0
Honduras,HND,2001,0,0,0,0,0,0,0,0,0,0,0
Iceland,ISL,2001,0,0,0,0,0,0,0,0,0,0,0
Jamaica,JAM,2001,0,0,0,0,0,0,0,0,0,0,0
Latvia,LVA,2001,0,0,0,0,0,0,0,0,0,0,0
Lesotho,LSO,2001,0,0,0,0,0,0,0,0,0,0,0
Libya,LBY,2001,0,0,0,0,0,0,0,0,0,0,0
Lithuania,LTU,2001,0,0,0,0,0,0,0,0,0,0,0
Luxembourg,LUX,2001,0,0,0,0,0,0,0,0,0,0,0
Macao,MAC,2001,0,0,0,0,0,0,0,0,0,0,0
Madagascar,MDG,2001,0,0,0,0,0,0,0,0,0,0,0
Malawi,MWI,2001,0,0,0,0,0,0,0,0,0,0,0
